name,location,currency,price,participants,organizer,period,invite,tags,logo_link,hackathon_link
TRON Grand Hackathon 2022,Online,$,1000000,1822,TRON DAO,"May 16 - Jul 25, 2022",False,"Blockchain, Open Ended, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/913/305/datas/medium_square.jpg,https://tron.devpost.com
FIBRE Wearable Tech Hackathon,Online,$CAD,1900,70,KITE,"May 13 - 14, 2022",True,"Design, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/923/935/datas/medium_square.png,https://fibrehackathon2022.devpost.com
NeoHacks 2.0,Online,$,80,87,NeoHacks,"Aug 06 - 07, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/857/907/datas/medium_square.png,https://neohacks-2-0.devpost.com
Hackerverse,Online,$,0,51,Major League Hacking,"May 06 - 08, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/924/111/datas/medium_square.png,https://hackerverse.devpost.com
TiE University APP-A-THON 2022,Online,$,11000,591,TIE University,"Oct 08 - 09, 2022",False,"Education, Low/No Code, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/923/387/datas/medium_square.png,https://appathon22.devpost.com
Climate Hackathon 2022,Online,$,4500,245,Macsimum,"Jun 07 - 09, 2022",False,"Social Good, IoT, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/887/666/datas/medium_square.png,https://climatehackathon.devpost.com
Hoya Hacks 2023,Georgetown University,$,1812,400,Hoya Hacks,"Jan 27 - 29, 2023",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/922/914/datas/medium_square.png,https://hoya-hacks-2023.devpost.com
Cornell FinTech Club Avalanche Hackathon,Cornell University - Warren Hall,$,8500,52,Cornell FinTech Club,"Apr 30 - May 01, 2022",True,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/920/422/datas/medium_square.png,https://cft-avalanche-hackathon.devpost.com
DeerHacks,University of Toronto Mississauga,$,2700,137,MCSS,"Apr 29 - May 01, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/919/239/datas/medium_square.png,https://deerhacks.devpost.com
Newegg's hackIMSA,Online,$,4500,84,Code Society @ IMSA,"May 13 - 15, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/918/052/datas/medium_square.png,https://hackimsa2022.devpost.com
DragonHacks 2022,Bossone Research Enterprise Center,$,6511,105,Drexel IEEE,"Apr 30 - May 01, 2022",False,Beginner Friendly,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/919/166/datas/medium_square.png,https://dragonhacks-2022.devpost.com
Connected Reindeer Hackathon (DIT4BEARs),Online,€,0,39,Lapland UAS,"Aug 29 - Sep 14, 2022",False,Education,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/912/506/datas/medium_square.jpg,https://connected-reindeer-hackathon.devpost.com
SG Game Jam,Online,$,1050,156,Innovation Circuit,"May 13 - Jun 05, 2022",False,"Beginner Friendly, Gaming, Music/Art",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/917/813/datas/medium_square.png,https://sg-game-jam.devpost.com
COMPUTER SCIENCE DEMO DAY,"Staten Island, NY, USA",$,525,24,College of staten Island,"Apr 27 - May 01, 2022",True,"Beginner Friendly, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/918/036/datas/medium_square.png,https://computer-science-demo-day.devpost.com
MACHathon 2022,Online,€,3250,124,MACH Alliance,"May 15 - Jun 01, 2022",False,Beginner Friendly,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/916/356/datas/medium_square.jpeg,https://machathon-2022.devpost.com
monday.com climate change app challenge,Online,$,160000,829,Monday.com,"Apr 25 - Sep 07, 2022",False,"Productivity, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/904/914/datas/medium_square.png,https://mondayclimatechallenge.devpost.com
Recess Hacks 2.0,Online,$CAD,27698,93,Recess Hacks,"Jul 15 - 17, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/818/082/datas/medium_square.png,https://recess-hacks-2022.devpost.com
Hack The Dance Floor,Online,$,0,82,Major League Hacking,"Apr 29 - May 01, 2022",False,"Beginner Friendly, Music/Art, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/914/482/datas/medium_square.png,https://hackthedancefloor.devpost.com
Longhorn Hack for Humanity 2022,"Austin, TX, USA",$,600,48,Freetail Hackers,"Apr 23, 2022",False,"Beginner Friendly, Education, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hack-for-humanity.devpost.com
HCC Designathon - 2nd Hackathon,HCC Stafford Campus,$,500,13,Houston Community College,"Apr 23 - 28, 2022",True,"Beginner Friendly, Design",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hcc-design-a-thon2.devpost.com
TrojanHacks Spring 2022,Online,$,320,18,USC ACM,"Apr 23 - 24, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/904/044/datas/medium_square.jpg,https://trojanhacks-spring-2022.devpost.com
Hack Kosice 2022,Kunsthalle Košice,€,0,149,Hack Slovakia,"Apr 23 - 24, 2022",False,Education,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/911/334/datas/medium_square.png,https://hackkosice-2022.devpost.com
Technica,Online,₹,71000,880,ISTE-VIT,"May 20 - 22, 2022",False,"Beginner Friendly, Education, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/913/296/datas/medium_square.png,https://technica-15366.devpost.com
IoT and GameDev KPI Courses Hackathon,Online,$,728,165,TUKE,"Apr 22 - 29, 2022",True,"Gaming, IoT",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://kpihack2022.devpost.com
Chainlink Spring 2022 Hackathon,Online,$,1067000,1462,Chainlink Labs,"Apr 22 - May 28, 2022",False,"Blockchain, Web, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/878/253/datas/medium_square.png,https://chainlinkspring2022.devpost.com
MasseyHacks VIII,Online,$CAD,23050,126,MasseyHacks,"May 14 - 15, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/887/369/datas/medium_square.png,https://masseyhacks8.devpost.com
MarinaHacks 2022,Online,$,1200,41,CSULB Women in Computing,"Apr 30, 2022",True,"COVID-19, Design, Music/Art",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/916/201/datas/medium_square.png,https://marinahacks-2022.devpost.com
OneHacks II,Online,$,57013,299,OneHacks,"Jun 10 - 12, 2022",False,"Communication, Productivity, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/059/datas/medium_square.png,https://onehacksii.devpost.com
UWB Hacks the Cloud,Online,$,1674,66,ACM UWB,"May 13 - 15, 2022",False,"Education, Music/Art, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/904/992/datas/medium_square.png,https://uwb-hacks-the-cloud.devpost.com
Build the Galaxy's Best Checkout,Online,$,250000,495,Rapyd,"Apr 21 - May 30, 2022",False,"E-commerce/Retail, Enterprise, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/910/421/datas/medium_square.png,https://hackthegalaxy.devpost.com
HBAP Pitch Competition TEST,Harvard Business School Campus,$,0,7,Harvard,"Apr 20 - May 04, 2022",True,"Education, Enterprise, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hbap-pitch-competition-test.devpost.com
LaunchHacks,Online,$,21325,198,LaunchHacks,"Jun 03 - 05, 2022",False,"Beginner Friendly, Web, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/902/391/datas/medium_square.png,https://launchhacks.devpost.com
Melbourne Hack 2022,University of Melbourne,$,3300,33,Hack Melbourne,"Apr 22 - 23, 2022",False,"Open Ended, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/907/511/datas/medium_square.jpg,https://melbhack22.devpost.com
HackUNT2022,Discovery Park,$,11500,149,Atlas,"Apr 23 - 24, 2022",False,Beginner Friendly,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/879/226/datas/medium_square.png,https://hackunt2022.devpost.com
aelf Web3.0 Hackathon - Legend X,Online,$,525000,312,aelf,"Apr 19 - Jun 15, 2022",False,"Blockchain, Web, Gaming",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/888/335/datas/medium_square.png,https://aelf.devpost.com
May 21-22 Girls In Tech Code/No-Code Hack - 2022,Online,$,365,51,Lick Wilmerding High School,"May 14 - 22, 2022",False,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/894/604/datas/medium_square.jpeg,https://girls-in-tech-hack-2022.devpost.com
FEMHacks 2.0,Jacobs Hall 10,$,450,9,FEMTech Berkeley,"Apr 23, 2022",False,"Beginner Friendly, Design, Web",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://femhacks-2-0.devpost.com
Illinois Design Challenge 2022,Siebel Center for Design,$,1020,20,Illinois Design Challenge,"Apr 17, 2022",True,"Beginner Friendly, Design, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/908/275/datas/medium_square.png,https://illinois-design-challenge-2022.devpost.com
ML Hacks,Online,$,2760,146,ML Hacks,"Jun 24 - 26, 2022",False,"Beginner Friendly, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/907/165/datas/medium_square.png,https://ml-hacks.devpost.com
RiverHacks 2022,Austin Community College Highland,$,1995,42,ACC Computer Science Club,"May 20 - 21, 2022",True,"Beginner Friendly, Open Ended, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/918/479/datas/medium_square.png,https://riverhacks-2022.devpost.com
The Hackconomist,Online,$,0,74,Major League Hacking,"Apr 22 - 24, 2022",False,"Beginner Friendly, Fintech, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/906/639/datas/medium_square.png,https://thehackconimist.devpost.com
Code Overflow,Bushwick Generator,$,2000,57,TechCodes,"Apr 16 - 17, 2022",True,Education,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/906/023/datas/medium_square.png,https://code-overflow.devpost.com
VassarHacks 2022,Online,$,625,22,Vassar College,"Apr 23 - 24, 2022",True,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/748/datas/medium_square.png,https://vassarhacks-2022.devpost.com
Superposition VI,Online,$,3960,137,Superposition,"Jun 17 - 19, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/180/datas/medium_square.png,https://superposition-vi.devpost.com
PyraHacks 2022,Online,$,13459,99,Memphis Hack Club,"Jun 10 - 12, 2022",False,"Beginner Friendly, Health, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/836/datas/medium_square.png,https://pyrahacks.devpost.com
Small Business Mobile CRM for Home Improvement Contractors,Online,$,250,36,Google Developer Student Clubs,"Apr 15 - May 09, 2022",False,"Enterprise, Mobile, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/728/datas/medium_square.JPG,https://small-business-mobile-crm.devpost.com
Hack3,Online,$,53700,370,Hack3,"Jun 25 - 28, 2022",False,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/690/datas/medium_square.png,https://hack32022.devpost.com
Clarkathon 2022,Online,$,300,47,"Technology, Innovation and Entrepreneurs","Apr 16 - 22, 2022",False,"Mobile, Social Good, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/905/022/datas/medium_square.png,https://clarkathon.devpost.com
Philippine Finance Innovation Challenge (PFIC),Online,$,0,2,Phifi Club,"Apr 14 - 20, 2022",True,"Beginner Friendly, Fintech, Low/No Code",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://pfic-challenge.devpost.com
Filipino Startup Incubator for Social Good,Online,$,0,2,Phifi Club,"Apr 13, 2022",False,"Beginner Friendly, Low/No Code, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://filipino-startup-incubato.devpost.com
Trustworthy AI,Online,€,1400,36,Universidad de Alcalá,"May 17 - 19, 2022",True,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/903/075/datas/medium_square.png,https://trustworthy-ai.devpost.com
HackTJ 9.0,TJHSST,$,2524,301,HackTJ,"Apr 16 - 17, 2022",True,Open Ended,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/903/552/datas/medium_square.png,https://hacktj2022.devpost.com
LA Hacks 2022,Ackerman Grand Ballroom,$,9230,291,LA Hacks,"Apr 16 - 17, 2022",False,"Beginner Friendly, COVID-19, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/904/046/datas/medium_square.png,https://la-hacks-2022.devpost.com
ZiHack 11,Zitec HQ,$,0,89,Zitec,"Apr 15 - 16, 2022",False,"Productivity, Social Good, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/895/108/datas/medium_square.png,https://zihack-11.devpost.com
Microsoft Azure Responsible AI Hackathon,Online,$,10000,751,Microsoft,"Apr 25 - Jun 06, 2022",False,"Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/904/866/datas/medium_square.jpg,https://responsibleai.devpost.com
MERGE 2022,Online,$,24950,200,Hack+Policy Foundation,"Jul 22 - 24, 2022",False,"Beginner Friendly, Blockchain, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/880/015/datas/medium_square.jpg,https://merge22.devpost.com
HackDartmouth VII: Into The Jungle,Dartmouth College,$,14196,41,Dartmouth College,"Apr 16 - 17, 2022",False,"AR/VR, Beginner Friendly, IoT",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/903/527/datas/medium_square.png,https://hackdartmouth-vii.devpost.com
HackTheCastle,Noble and Greenough School,$,0,22,Noble and Greenough School,"Oct 29, 2022",True,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/888/246/datas/medium_square.png,https://hackthecastle.devpost.com
FreyHacks,Online,$,14395,511,FreyHacks,"Jun 24 - 26, 2022",False,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/887/542/datas/medium_square.png,https://freyhacks.devpost.com
SLO Hacks 2022,Orfalea College Of Business,$,4070,61,SLO Hacks,"Apr 09 - 10, 2022",False,"Fintech, Gaming, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/874/094/datas/medium_square.png,https://slo-hacks-2022.devpost.com
SWE Hacks '22,Online,$,0,55,SWE @ UW,"Apr 09 - 10, 2022",False,"Beginner Friendly, Design, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/897/311/datas/medium_square.png,https://swe-hacks-22.devpost.com
HackTCNJ 2022,TCNJ - Brower Student Center,$,2900,51,TCNJ,"Apr 09 - 10, 2022",False,"Open Ended, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hacktcnj-2022.devpost.com
HackPSU Spring 2022,Agricultural Sciences Building,$,1974,92,HackPSU,"Apr 09 - 10, 2022",False,Beginner Friendly,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/897/153/datas/medium_square.png,https://hackpsu-spring-2022.devpost.com
The Game of Learners Hackathon Season III,Online,$,0,45,Microsoft ADC,"Apr 08 - 10, 2022",True,"Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/896/742/datas/medium_square.png,https://gol-sn3.devpost.com
Timisoara Life&Bytes,Magnum,$,1120,25,Asociatia One Source,"Apr 15 - 16, 2022",False,"Education, Health, Mobile",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://timisoara-life-bytes.devpost.com
BeachHacks 6.0,Online,$,4285,81,Association for Computing Machinery,"Apr 09 - 10, 2022",True,"Beginner Friendly, Design, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/894/647/datas/medium_square.png,https://beachhacks2022.devpost.com
YRHacks,Online,$,11845,40,York Region District School Board,"Apr 08 - 09, 2022",True,"Beginner Friendly, Design, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/836/112/datas/medium_square.PNG,https://yrhacks2.devpost.com
amogus,amogus,$,0,9,amog us,"Apr 23 - May 01, 2022",False,Beginner Friendly,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://amogus.devpost.com
High Performance Blockchain (HPB) - Hackathon,Online,$,15000,123,High Performance Blockchain (HPB),"May 02 - 31, 2022",False,"Blockchain, Gaming, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/896/135/datas/medium_square.jpeg,https://hpb-hackathon.devpost.com
