name,location,currency,price,participants,organizer,period,invite,tags,logo_link,hackathon_link
EcoHacks,Online,$,203058,604,EcoHacks,"Sep 02 - 04, 2022",False,"Machine Learning/AI, Social Good, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/188/930/datas/medium_square.png,https://ecohacks.devpost.com
Vivid Hacks 1.5,Online,$,5507,128,vividhacks,"Aug 05 - 07, 2022",False,"Beginner Friendly, Design, Gaming",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/032/623/datas/medium_square.png,https://vividhacks-1-5.devpost.com
Garuda Hacks 3.0,Online,$,19495,409,Garuda HQ,"Aug 26 - 28, 2022",False,"Social Good, Blockchain, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/025/337/datas/medium_square.png,https://garuda-hacks-3-0.devpost.com
Hackeo,Online,$,3000,198,takeo,"Aug 12 - 14, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/050/113/datas/medium_square.jpeg,https://hackeo.devpost.com
Skynet Hacks,Online,$CAD,17880,105,Hack Club,"Aug 21 - 23, 2022",False,"Beginner Friendly, Gaming, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/117/936/datas/medium_square.PNG,https://skynet-hacks554.devpost.com
HackDTech 2022: Coding For Community,Online,$,225,21,Duke Technology Scholars,"Jul 16 - 17, 2022",True,"Beginner Friendly, Social Good",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hackdtech-2022.devpost.com
Hack The Runway,Online,$,0,124,Major League Hacking,"Jul 15 - 17, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/029/644/datas/medium_square.png,https://hacktherunway.devpost.com
Killabytez Hacks,Online,$,7050,57,Killabytez,"Aug 06 - 07, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/029/815/datas/medium_square.png,https://killabytez-hacks.devpost.com
SelfieHacks II,Online,$,0,68,Major League Hacking,"Jul 15 - 17, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/032/326/datas/medium_square.png,https://selfiehacksii.devpost.com
The Queen's School of Computing Programming Challenge 2022,Online,$,450,45,Queen's University,"Jul 11 - Aug 14, 2022",True,Beginner Friendly,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://qscpc2022.devpost.com
Machine Learning Hackathon organized by Sparkhub End of Summer,Online,$,50,171,Sparkhub,"Aug 12 - 14, 2022",False,"Beginner Friendly, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/028/365/datas/medium_square.jpg,https://spark-hub-hackathon-434.devpost.com
Hackaburg 2022,"Regensburg, Germany",€,2500,75,ratisbona coding e.V.,"Jul 08 - 09, 2022",False,"COVID-19, IoT, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/023/511/datas/medium_square.png,https://hackaburg22.devpost.com
BracketHacks 1.0,Online,$,31075,177,Bracket Hacks,"Jul 31 - Aug 07, 2022",False,"Beginner Friendly, Web, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/026/496/datas/medium_square.jpg,https://brackethacks-1.devpost.com
Wix DevCon Hackathon 2022,Online,$,30688,570,Wix,"Jul 05 - Aug 15, 2022",False,"Gaming, Web, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/022/291/datas/medium_square.gif,https://wixdevcon.devpost.com
WWPHacks 2022,Online,$,6860,153,WWPHacks,"Sep 24 - 25, 2022",False,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/023/089/datas/medium_square.,https://wwphacks2022.devpost.com
Komodo Hacks 1.0,Jakarta,$,1200,54,Garuda HQ,"Jul 22 - 25, 2022",True,Education,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/024/343/datas/medium_square.png,https://komodo-hacks.devpost.com
Katy Youth Hacks,Online,$,2475,163,Katy Youth Hacks,"Aug 12 - 14, 2022",False,"Beginner Friendly, Social Good, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/022/473/datas/medium_square.png,https://katy-youth-hacks.devpost.com
Hack Brunel V2,Wilfred Brown Building,£,1000,52,Brunel Tech Society,"Nov 19 - 20, 2022",True,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/014/647/datas/medium_square.png,https://hack-brunel-v2.devpost.com
MecSimCalc Week Long Build-A-Thon,Online,$CAD,800,74,MecSimCalc,"Jul 09 - 16, 2022",False,"Beginner Friendly, Education, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/020/706/datas/medium_square.png,https://mecsimcalc.devpost.com
#CDE22 Bridging data sciences and the public with art (hybrid),"University of Birmingham, Y3 Eng.",£,5000,16,Birmingham University,"Jul 10 - 12, 2022",False,"AR/VR, Communication, Music/Art",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/021/573/datas/medium_square.png,https://cde22-data-sciences-art.devpost.com
PeddieHacks 2022,Online,$,132383,205,Peddie Computer Science Club,"Aug 19 - 21, 2022",False,"Beginner Friendly, Education, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/037/030/datas/medium_square.jpg,https://peddiehacks2022.devpost.com
Cognition,Online,₹,28000,1055,VITMAS VIT Vellore,"Aug 05 - 07, 2022",True,"Education, Health, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/031/814/datas/medium_square.png,https://cognition.devpost.com
BioMedTech Baja Hackathon,BIT Center,$,8600,207,ITJ,"Jul 01 - Oct 12, 2022",True,"Health, IoT, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/015/470/datas/medium_square.png,https://biomed-tech-hackathon.devpost.com
LifeHack 2022,Online,$,15200,413,NUS Students' Computing Club,"Jul 09 - 10, 2022",True,"Education, Lifehacks, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/019/864/datas/medium_square.png,https://lifehack-2022.devpost.com
NextStep Hacks 2022,Online,$,156982,407,HackAlphaX,"Aug 12 - 14, 2022",False,"Beginner Friendly, Social Good, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/020/122/datas/medium_square.png,https://nextstep2022.devpost.com
Ripple CBDC Innovate 2023 Coming Soon!,Online,$,150000,472,Ripple,"Jun 27 - Aug 25, 2022",False,"Blockchain, Fintech, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/015/044/datas/medium_square.png,https://ripplecbdc2022.devpost.com
Hackerland,Online,$,0,161,Major League Hacking,"Jul 01 - 03, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/020/089/datas/medium_square.png,https://hackerland.devpost.com
BlockET,Online,₹,28700,400,IET-VIT,"Jul 09 - 10, 2022",False,"Beginner Friendly, Blockchain",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/017/813/datas/medium_square.png,https://blocket.devpost.com
Bayview Hackathon 02,Online,$CAD,750,112,Bayview Hackathon,"Jul 22 - 24, 2022",False,"Beginner Friendly, Open Ended, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/019/505/datas/medium_square.png,https://bayview-hackathon-02.devpost.com
Hackarithms,Online,$,300,15,UWA Programming Competition Society,"Jul 08 - 10, 2022",True,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/011/277/datas/medium_square.png,https://hackarithms.devpost.com
RUHacking 2022 Hackathon,Online,£,1864,88,RUHacking,"Jun 25 - 26, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/961/585/datas/medium_square.png,https://ruhacking-2022-hackathon.devpost.com
DocuSign Good Code Hackathon,Online,$,50000,1112,DocuSign,"Jul 13 - Aug 12, 2022",False,"Mobile, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/014/549/datas/medium_square.png,https://docusign2022.devpost.com
Esri's Weekend of Innovation 2022,Esri HQ,$,2000,85,ESRI,"Jul 22 - 24, 2022",True,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/038/804/datas/medium_square.png,https://weekend-of-innovation-2022.devpost.com
Web3 Infinity Hackathon,Online,$,105000,549,Force Community,"Jun 30 - Aug 17, 2022",False,"Blockchain, Enterprise, Music/Art",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/012/945/datas/medium_square.png,https://web3infinityhackathon.devpost.com
Chirp Developer Challenge,Online,$,520600,1623,Twitter,"Jun 21 - Aug 19, 2022",False,"Social Good, Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/002/353/datas/medium_square.png,https://chirpdevchallenge.devpost.com
MLH Fellowship Orientation Hackathon - Summer B 2022,Online,$,0,11,Major League Hacking,"Jun 20 - 24, 2022",True,Open Ended,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/011/648/datas/medium_square.png,https://fellowship-orientation-22-sumb.devpost.com
Amazon Sustainability Data Initiative (ASDI) Global Hackathon,Online,$,100000,1472,Amazon,"Jul 05 - Aug 30, 2022",False,"Social Good, Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/007/232/datas/medium_square.png,https://aws-asdi.devpost.com
PrideHacks II,Online,$,0,114,Major League Hacking,"Jun 24 - 26, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/009/555/datas/medium_square.png,https://pridehacksii.devpost.com
Miami for Everyone,Miami-Dade College - Chapman Center,$,23000,43,Venture Miami,"Jun 18 - 19, 2022",False,"Beginner Friendly, Blockchain, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/008/593/datas/medium_square.png,https://m4e.devpost.com
Scrypto Lending Challenge,Online,$,10000,177,RDX Works,"Jun 17 - Jul 18, 2022",False,"Blockchain, Fintech, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/006/126/datas/medium_square.png,https://scrypto-lending.devpost.com
EthCC Hack 2022,Online,$,236991,810,EthCC,"Jul 22 - 29, 2022",False,"Blockchain, Gaming",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/007/677/datas/medium_square.png,https://ethcchack2022.devpost.com
CodeX 2022,Riga Technical University,€,16000,152,Helve,"Jun 16 - 19, 2022",False,"Beginner Friendly, DevOps, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/007/156/datas/medium_square.png,https://codex-2022.devpost.com
Polygon BUIDL IT : Summer 2022,Online,$,515000,5417,Polygon,"Jun 15 - Aug 22, 2022",False,"Blockchain, Web, Design",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/038/238/datas/medium_square.png,https://buidlit.devpost.com
Slash Test 2022,Factory Berlin Görlitzer Park,€,3900,2,Slash,"Jun 14, 2022",True,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/006/362/datas/medium_square.png,https://slash-test-2022.devpost.com
Bothell Computer Science Club Hackathon,Online,$,0,6,Bothell Computer Science Club,"Jun 11 - 12, 2022",False,"Education, Machine Learning/AI, Web",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://bothell-club-hackathon.devpost.com
Mental Health Hacks II,Online,$,0,131,Major League Hacking,"Jun 17 - 19, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/006/140/datas/medium_square.png,https://mentalhealthhacksii.devpost.com
Build the Galaxy's Best Payment App for Space Tourism,Online,$,143000,467,Rapyd,"Jun 16 - Jul 28, 2022",False,"E-commerce/Retail, Enterprise, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/964/788/datas/medium_square.png,https://htg2.devpost.com
ETHPrague 2022,Paralelni Polis & La Fabrika,$,15000,145,Paralelni Polis,"Jun 10 - 12, 2022",True,"Blockchain, Lifehacks, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/002/866/datas/medium_square.jpg,https://ethprague-2022.devpost.com
SITA Hackathon 2022,Online,$,5000,274,SITA,"Jul 01 - 04, 2022",False,"Beginner Friendly, Mobile, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/002/065/datas/medium_square.png,https://sitahackathon2022.devpost.com
LingHacksIV,Online,$,425,44,LingHacks,"Jun 17 - 21, 2022",False,"Beginner Friendly, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/002/241/datas/medium_square.png,https://linghacksiv.devpost.com
Billie Hack Day,"Berlin, Germany",€,225,33,Billie GmbH,"Jun 10 - Jul 05, 2022",True,Fintech,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/998/503/datas/medium_square.jpg,https://billie-hackday.devpost.com
2nd IIA Technology Hackathon Challenge - Innovations to Empower SMEs,"Bush House, Kabarnet Road Off Ngong Road",$,0,15,Invest in Africa,"Jun 30 - Jul 04, 2022",True,"Machine Learning/AI, Mobile, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/001/703/datas/medium_square.png,https://iia-hackthon-2.devpost.com
Coastal Hacks,Online,$,0,149,Major League Hacking,"Jun 10 - 12, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/001/354/datas/medium_square.png,https://coastal-hacks.devpost.com
StepZen GraphQL Challenge,Online,$,14000,278,StepZen,"Jun 06 - Jul 16, 2022",False,"Productivity, Low/No Code, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/991/262/datas/medium_square.png,https://stepzen.devpost.com
vsHacks!,Online,$CAD,7280,103,vsHacks,"Jun 24 - 28, 2022",True,"Beginner Friendly, Open Ended, Design",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/002/954/datas/medium_square.png,https://vshacks.devpost.com
ROBOHackIT 2022,Online,$,70072,261,James W. Robinson Secondary School,"Oct 22 - 23, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/002/000/438/datas/medium_square.png,https://robohackit.devpost.com
Graph Hack,Palace of Fine Arts - San Francisco,$,969500,141,The Graph,"Jun 03 - 05, 2022",False,Blockchain,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/998/969/datas/medium_square.jpeg,https://graphhack.devpost.com
BockBockHack,University of Cambridge - Jesus College,£,222,10,BockBockHack,"Jun 13 - 14, 2022",True,"Lifehacks, Low/No Code, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/999/115/datas/medium_square.jpg,https://bockbockhack.devpost.com
CUNY Virtual Hackathon,Online,$,2000,36,CUNY Digital Currency Initiative,"Jun 18 - 20, 2022",True,"Beginner Friendly, Blockchain, Education",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/998/637/datas/medium_square.png,https://cunyvirtualhackathon.devpost.com
Snap AR Lensathon 2022,Online,$,140000,866,Snap Inc.,"Jun 01 - Jul 13, 2022",False,"AR/VR, Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/997/908/datas/medium_square.jpg,https://snaplensathonjune2022.devpost.com
Hydra Hacks,Online,$,5000,146,Hydra Hacks,"Jun 10 - 12, 2022",False,"Beginner Friendly, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/870/556/datas/medium_square.jpg,https://hydrahacks.devpost.com
Tech Optimum Hacks 2022,Online,$,42500,307,Tech Optimum,"Jul 15 - 17, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/911/653/datas/medium_square.png,https://techoptimum.devpost.com
MLH Fellowship Orientation Hackathon - Summer A 2022,Online,$,0,214,Major League Hacking,"May 31 - Jun 06, 2022",True,Open Ended,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/996/363/datas/medium_square.png,https://fellowship-orientation-22-sum.devpost.com
Q-munity Hack-Q-Thon 2022,Online,$,750,49,Q-munity,"May 28 - 29, 2022",False,Quantum,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://hackqthon.devpost.com
HackBytes,Online,$,2539,157,Bytes and Pieces,"Jun 11 - 12, 2022",False,"Beginner Friendly, Education, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/994/315/datas/medium_square.png,https://hackbytes.devpost.com
Metaverse Blockathon,"Haymarket, Australia",$,5000,43,BlockathonDAO,"May 29 - Jun 08, 2022",False,"AR/VR, Blockchain, Gaming",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/993/177/datas/medium_square.png,https://metaverse-blockathon.devpost.com
TOHacks 2022,Online,$CAD,9225,418,TOHacks,"May 28 - 29, 2022",False,"Beginner Friendly, Social Good, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/932/599/datas/medium_square.png,https://tohacks2022.devpost.com
OCDSB Hackathon,Online,$CAD,0,31,OCDSB,"May 29 - Jun 27, 2022",False,"Beginner Friendly, Design, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/991/155/datas/medium_square.png,https://ocdsb-hackathon.devpost.com
Bon Voyage Hacks II,Online,$,0,142,Major League Hacking,"Jun 03 - 05, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/991/258/datas/medium_square.png,https://bonvoyagehacksii.devpost.com
XRPL Hackathon: Creating Real World Impact,Online,$,50000,320,Ripple,"May 26 - Jul 11, 2022",False,"Blockchain, Social Good, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/989/945/datas/medium_square.png,https://xrplimpact.devpost.com
XDC dApp Summer Hackathon,Online,$,52750,314,XDC Network,"May 25 - Jul 25, 2022",False,"Fintech, IoT, Blockchain",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/954/381/datas/medium_square.png,https://xdc-summer.devpost.com
WildHacks 2022,Northwestern University – Norris Center,$,1600,74,Northwestern,"May 28 - 29, 2022",True,"Health, Lifehacks, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/929/960/datas/medium_square.png,https://wildhacks2022.devpost.com
Learnathon22,Online,$,1035,346,Kurius,"Jun 25 - Jul 22, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/858/662/datas/medium_square.png,https://learnathon22.devpost.com
Identity for All,Online,$,10000,449,Microsoft,"May 24 - Jun 30, 2022",False,"Cybersecurity, Enterprise, Productivity",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/930/363/datas/medium_square.png,https://id4all.devpost.com
NoticeHacks,Online,$,120,75,Notice Platforms,"Jun 24 - Jul 01, 2022",False,"Beginner Friendly, Social Good, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/982/311/datas/medium_square.png,https://noticehacks.devpost.com
BBNHacks '22,Online,$,20,8,Buckingham Browne & Nichols School,"May 22, 2022",False,Beginner Friendly,https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://bbnhacks-22-15565.devpost.com
LateNightHacks,Online,$,0,153,Major League Hacking,"May 27 - 29, 2022",False,"Beginner Friendly, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/984/854/datas/medium_square.png,https://latenighthacks.devpost.com
Microsoft Azure Innovation Challenge,Online,$,11000,161,Microsoft,"Jun 06 - Jul 11, 2022",False,Machine Learning/AI,//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/927/444/datas/medium_square.png,https://innovationchallenge.devpost.com
HackSB 2022,South Brunswick High School,$,0,73,SBHS Computer Science Club,"May 21, 2022",True,"Beginner Friendly, Open Ended, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/914/602/datas/medium_square.png,https://hacksb-2022.devpost.com
VenusHacks 2022,Online,$,5971,84,WICS & Hack at UCI,"May 21 - 22, 2022",False,"Beginner Friendly, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/927/495/datas/medium_square.png,https://venushacks-2022.devpost.com
natHACKS 2022,Online,$CAD,20000,465,NeurAlbertaTech,"Jul 29 - Aug 03, 2022",False,"Beginner Friendly, Education, Health",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/932/813/datas/medium_square.png,https://nathacks22.devpost.com
Mixed Reality Dev Days 2022 - Microsoft Hackathon,Online,$,17500,658,Microsoft,"Jun 08 - Jul 08, 2022",False,"AR/VR, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/924/288/datas/medium_square.png,https://devdays.devpost.com
MontyHacks V,Montgomery High School,$,3298,137,Montgomery High School,"Jun 11, 2022",False,"Beginner Friendly, Machine Learning/AI, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/954/685/datas/medium_square.png,https://montyhacks-v.devpost.com
Polkadot Hackathon: North America Edition,Online,$,362080,1111,AngelHack,"May 30 - Jul 13, 2022",False,"Blockchain, Beginner Friendly, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/887/523/datas/medium_square.png,https://polkadot-na.devpost.com
Hack the Woodz,Online,$CAD,33769,138,Hack Club,"Jun 04 - 05, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/911/113/datas/medium_square.png,https://hack-the-woodz.devpost.com
Coda Packathon,Online,$,20000,392,Coda,"Jun 22 - Aug 03, 2022",False,"Productivity, Communication, Enterprise",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/923/485/datas/medium_square.png,https://coda.devpost.com
Joint Aston-SIT AI/ML Hackathon,Aston University and SIT Pune,$,0,54,Aston University and SIT Pune,"May 17, 2022",True,"Education, Machine Learning/AI",https://q9k6x7m8.stackpathcdn.com/assets/defaults/thumbnail-placeholder.gif,https://aston-sit-ai-ml-hackathon.devpost.com
Big Earth Hackathon: Wildland Fire Challenge 2022,Online,$,5775,23,Stanford University,"May 16 - 27, 2022",True,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/928/479/datas/medium_square.jpg,https://big-earth-hackathon-2022.devpost.com
La technologie au service d'une finance durable et inclusive,Online,€,3000,52,Chaire Fintech,"May 16 - Jun 13, 2022",False,"Blockchain, Fintech, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/933/862/datas/medium_square.png,https://chaire-fintech.devpost.com
poolesville_hacks,Online,$,3428,73,poolesville_hacks,"May 27 - 29, 2022",False,"Beginner Friendly, Social Good, Fintech",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/922/503/datas/medium_square.png,https://poolesvillehacks.devpost.com
Rookie Hacks II,Online,$,0,148,Major League Hacking,"May 20 - 22, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/935/168/datas/medium_square.png,https://rookiehacksii.devpost.com
Support Ukraine with Girls in Tech,Online,$,6000,148,Girls in Tech,"Jun 20 - Jul 16, 2022",False,"Communication, Mobile, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/927/452/datas/medium_square.jpg,https://support-ukraine-with-git.devpost.com
NHacks VII,Online,$,8400,103,NHacks,"May 21 - 22, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/929/864/datas/medium_square.png,https://nhacks-vii.devpost.com
Square Unboxed Hackathon,Online,$,85000,820,Square,"May 12 - Aug 23, 2022",False,"E-commerce/Retail, Fintech, Web",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/917/999/datas/medium_square.png,https://squareunboxed2022.devpost.com
WaffleHacks 2022,Online,$,12161,366,WaffleHacks,"Jun 17 - 19, 2022",False,"Music/Art, Social Good, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/920/015/datas/medium_square.png,https://wafflehacks-2022.devpost.com
GryphHacks 2022,Online,$CAD,12972,202,GCC,"May 20 - 22, 2022",False,"Beginner Friendly, Education, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/919/258/datas/medium_square.png,https://gryphhacks-2022.devpost.com
HawkHacks 2022,Online,$CAD,26260,345,HawkHacks,"May 13 - 15, 2022",True,"Education, Open Ended, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/873/018/datas/medium_square.png,https://hawkhacks.devpost.com
TritonHacks 2022,Computer Science & Engineering Building,$,2120,67,UCSD,"May 21 - 22, 2022",True,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/927/665/datas/medium_square.png,https://tritonhacks22.devpost.com
AhoyHacks,Online,$,0,83,Major League Hacking,"May 13 - 15, 2022",False,"Beginner Friendly, Open Ended",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/926/601/datas/medium_square.png,https://ahoyhacks.devpost.com
Stanford XR Hacks,Stanford - EVGR B Rm 144,$,4300,13,Stanford XR,"May 07 - 08, 2022",True,"AR/VR, Beginner Friendly",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/924/541/datas/medium_square.jpeg,https://stanford-xr-hacks.devpost.com
Mockupp,Online,₹,2000,22,GDSC TSEC,"May 08, 2022",False,"Beginner Friendly, Design, Low/No Code",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/924/853/datas/medium_square.png,https://mockupp.devpost.com
SDaCathon 2022 - Hack the Construction,Online,€,11750,54,SDaC,"Nov 11 - 13, 2022",True,"Enterprise, Machine Learning/AI",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/924/786/datas/medium_square.png,https://sdacathon2022.devpost.com
CORTX & Filecoin Integration Challenge 2022,Online,$,30000,267,Seagate,"May 06 - Jun 28, 2022",False,"Enterprise, Machine Learning/AI, Blockchain",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/964/518/datas/medium_square.jpg,https://seagate-cortx-hackathon2022.devpost.com
SimpliHacks 2.0,Online,$,262499,409,School Simplified,"Jun 24 - 26, 2022",False,"Beginner Friendly, Education, Social Good",//d112y698adiu2z.cloudfront.net/photos/production/challenge_thumbnails/001/925/561/datas/medium_square.png,https://simplihacks-2.devpost.com
